item_id	Seller	Actors	Actual Color	Artist ID	Aspect Ratio	Color	Genre ID	ISBN	Item Class ID	Literary Genre	MPAA Rating	Product Long Description	Product Name	Product Short Description	Publisher	Recommended Location	Recommended Room	Recommended Use	Short Description	Synopsis	actual_color	tag
2673									1			<p class='itemDesc'>Cover the water from 4'' to 5'' with the Flash deep runner. A 30-degree blade keeps this superb-surface torpedo down deep where the big guys</p><div class='itemFeatures'><h3>Features</h3><ul><li>Available in six colors</li><li>30 degree blade helps to keep this spinner down deeper</li><li>Extremely sharp VMC treble hook</li><li>Laser holographic, painted and printed patterns</li></ul></div>	Flash? Deep						Flash??????????????????????????? Deep 054785			[529295]
2674									1		R	When handsome happily married college Professor Julian finds himself falling for Elena, a beautiful student from Spain, he tricks his wife Chalice into agreeing to run an ad to find a woman to join them in a threesome.   Of course who should reply to the ad but the beautiful student. Surprisingly, things do not go as he expects and the results of his deception have some unexpected repercussions.<p><strong>Features:</strong></p><ul><li>Jeremy London, Katheryn Winnick, Elisa Donovan, Fred Armisen, Darrell Hammond<li>Drama<li>Run Time : 103<li>This Disc is formatted for all Regions and has CSS Copyright Protection (will not play in some laptops)<li>	KISS ME AGAIN DVD						KISS ME AGAIN DVD			[95987, 522484, 106546]
2675									1			Hydrometer, Scale ASTM/API, Scale Divisions 0.1, Range 36/44, Length 380mm, Temp. Range 60 Degrees to 220 Degrees F, Application ASTM/API, Standards NIST<br><b>Features</b><ul><li>Application : API ASTM</li><li>Item : Hydrometer</li><li>Length : 380mm</li><li>Temp. Range : 60 Degrees  to 220 Degrees F</li><li>Range : 36/44</li><li>Scale Divisions : 0.1</li><li>Standards : NIST</li><li>Scale : API ASTM</li></ul>	THERMCO GW044HH Hydrometer,ASTM/API,0.1	Hydrometer,ASTM/API,0.1								[4483]
2676			Multicolor						19			"<b>Environmental Conditions</b><b>General Information</b><li>Product Type:   Battery Unit</li><li>Manufacturer Part Number:   RBC27-V7</li><li>Manufacturer Website Address:   http://www.v7-world.com</li><li>Manufacturer:   V7</li><li>Product Model:   RBC27-V7</li><li>Product Name:   RBC27-V7 UPS Replacement Battery For APC</li><li>Package Type:   OEM</li><li>Brand Name:   V7</li><b>Miscellaneous</b><b>Compatibility</b> <b>APC UPS Models:</b><br />  <li>SU2200RMXL3U</li> <li>SU2200RMXLI3U</li> <li>SU3000RMXL3U</li> <li>SU3000RMXLI3U</li> <li>SU48RMXLBP3U (2)</li> <li>SU48R3XLBP (2)</li> <b>Physical Characteristics</b><li>Height:   4.8""</li><li>Width:   6.5""</li><b>Technical Information</b><li>Battery Chemistry:   Sealed Lead Acid</li><li>Output Voltage:   24 V DC</li><li>Battery Characteristics:   Leak Proof/Maintenance-free</li><li>Maximum Battery Life:   5 Year</li><li>Minimum Battery Life:   3 Year</li><b>Warranty</b><li>Limited Warranty:   18 Month</li><b>Additional Product Specifications</b><li>Full Product Specifications:   <a href='http://content.etilize.com/Detailed-Specs/EN/1030262183.html' target='_blank' rel='nofollow'>Click to view</a></li>"	V7 RBC27- UPS Replacement Battery For APC RBC27-V7						<p>V7 RBC27- UPS Replacement Battery For APC RBC27-V7</p><p>24 V DC - Sealed Lead Acid - Leak Proof/Maintenance-free - 3 Year Minimum Battery Life - 5 Year Maximum Battery Life</p>			[4483]
2677									19			Philips 310432842631 Ssb Pwb(Non-Returnable)<br/>&#8226; SSB PWB(NON-RETURNABLE)	Philips 310432842631 Ssb Pwb(Non-Returnable)	Philips 310432842631 Ssb Pwb(Non-Returnable)								[1070524]
2678	Zoro								1			DC Power Supply, Switching, DIN Rail Mounting, S8JX Series, Input Voltage 100 to 240VAC, 50/60 Hz, Power Rating 35W, Output Voltage 48VDC, Output Amps 0.75, Peak Amps 0.75, Output Noise 2 Percent (p-p) Max, Hold Up Time 20 msec, Status Indicator Green LED, Case Material Metal, Features Covered Frame, General-Purpose Power Supplies That Are Exceptionally Easy To Use And Feature A Short Body, Overvoltage Protection, Flexible Selection Of Reliability And Ease Of Operation, Height 103mm, Width 50mm<br><b>Features</b><ul><li>Depth : 114mm</li><li>Features : Covered Frame, General-Purpose Power Supplies That Are Exceptionally Easy To Use And Feature A Short Body, Overvoltage Protection, Flexible Selection Of Reliability And Ease Of Operation</li><li>Height : 103mm</li><li>Hold Up Time : 20 msec</li><li>Item : DC Power Supply</li><li>Style : Switching</li><li>Width : 50mm</li><li>Hz : 50/60</li><li>Input Voltage : 100 to 240VAC</li><li>Mounting : DIN Rail</li><li>Output Amps : 0.75</li><li>Peak Amps : 0.75</li><li>Power Rating : 35W</li><li>Series : S8JX</li><li>Operating Temp. Range : 14 Degrees  to 122 Degrees F</li><li>Standards : UL 508, cUL CSA C22.2 No.107.1, cUR CSA C22.2 No. 60950-1, EN/VDE, CE</li><li>Case Material : Metal</li><li>Status Indicator : Green LED</li><li>Output Voltage : 48VDC</li><li>Output Noise : 2% (p-p) Max</li></ul>	OMRON S8JX-G03548CD DC Power Supply,48VDC,0.75A,50/60Hz G5750945	DC Power Supply,48VDC,0.75A,50/60Hz								[4483]
2679	TigerDirect		Orange						19			Maximize your network speed with higher bandwidth Perfect for VoIP, video, and file transfers Performance tested - tested to exceed 500MHz Protect your network for future expansion	20FT CAT6 ORANGE SNAGLESS RJ45 M/M PATCH CBL						Belkin Cat. 6 UTP Patch Cable - RJ-45 Male - RJ-45 Male - 20ft - Orange			[4537]
2680			Silver and Black						19			"<strong>Sylvania 7"" Dual-Screen Portable DVD Player, SDVD8727:</strong><li>Widescreen color TFT displays</li><li>SDVD8727 is compatible with these formats: DVD, DVD+/-RW, CD, CD-R/RW, MP4, MP3 music burned onto CD-R/RW, JPEG photos burned onto CD-R/RW</li><li>Built-in stereo speakers</li><li>Two sets of stereo earphones</li><li>Remote control with battery</li><li>Car DVD player includes AC power adapter, vehicle DC power adapter, A/V cable and carrying bag</li><p><strong>Note:</strong>Sylvania 7"" dual-screen portable DVD player does not have internal batteries so it must be connected to the supplied power adapters for vehicle or home use.</p>"	"Sylvania 7"" Dual-Screen Portable DVD Player, SDVD8727"						<p>Watch your favorite DVDs in your vehicle or at home on the Sylvania 7-inch Dual-Screen Portable DVD Player. Two screens mean that the two backseat passengers in a vehicle can see everything directly in front of them. The widescreen TFT display lets you watch movies with great clarity. It comes with a built-in stereo system that provides a wonderful sound effect. You can conveniently attach each screen of this dual car DVD player to the back of the front headrest using provided straps. Remote control enables easy operation. This two screen portable DVD player is compatible with many formats including DVD, DVD+-R/RW, CD, CD-RW, MP3 and JPEG.</p>			[95987]
2681									19			"<!-- CNET Content -->With LC to SC termination, this high-quality fiber optic patch cable is specifically designed for fast Ethernet, fiber channel, ATM and gigabit Ethernet applications. The small LC connectors satisfy the need for higher port density both in the telecom room and the work area, and offer twice the port density of traditional SC and ST fiber connectors. The LC connector with its RJ-style latch clip design is easy to engage and disengage, and gives each connection greater durability in resisting pulls, strains, snags, and impacts during cabling installs and maintenance. The SC connector features a push-pull locking system.<BR><BR>The patented injection molding process provides each connection greater durability in resisting pulls, strains and impacts from cabling installs. Each cable is 100% optically inspected and tested for insertion loss before you receive it. A pull-proof jacket design surrounds the popular 62.5/125 multimode fiber, immune to electrical interference.<br><br><h3 id=""detailspecs"">Specifications</h3><span class=""font_size3bold"">General</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Network Cable Type: &nbsp;Patch cable - OM1<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Technology: &nbsp;Fiber optic<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Type of Fiber Optics: &nbsp;Multimode<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Fiber Qty: &nbsp;2<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Core / Cladding Diameter: &nbsp;62.5 / 125 micron<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Length: &nbsp;16.4 ft<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Color: &nbsp;Orange<br><br><span class=""font_size3bold"">Connectivity</span><br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Connector(s): &nbsp;2 x SC multi-mode - male<br>&nbsp;<img align=""absmiddle"" src=""http://images.highspeedbackbone.net/main/gfx-blkbullet.jpg"">&nbsp;&nbsp;Connector(s) (Other Side): &nbsp;2 x LC multi-mode - male<br><!-- END CNET Content -->"	C2G LC-SC 62.5/125 OM1 Duplex Multimode Fiber Optic Cable (TAA Compliant) - Patch cable - SC multi-mode (M) - LC multi-m	C2G LC-SC 62.5/125 OM1 Duplex Multimode Fiber Optic Cable (TAA Compliant) - Patch cable - SC multi-mode (M) - LC multi-mode (M) - 16.4 ft - fiber optic - 62.5 / 125 micron - OM1 - orange								[4537]
2682									19			Verbatim 16 GB Store n Go Swivel USB Flash Drive 2-Pack Green/Violet 98425	Verbatim 16 GB Store n Go Swivel USB Flash Drive 2-Pack  Green/Violet 98425						Verbatim 16 GB Store n Go Swivel USB Flash Drive 2-Pack  Green/Violet 98425			[529295]
2683	Wayfair		Black						1			WS1020<br /><strong>Features</strong><br /><li>Holds 472 CD's</li><li>Product Type: Storage rack</li><li>Material: Wood</li><li>Media Storage Type: CD storage</li><li>CD Capacity: 472</li><li>Wall Mountable: Yes</li><li>Country of Manufacture: United States</li> <br /><strong>Dimensions</strong><br /><li>Overall Height - Top to Bottom: 24.75''</li><li>Overall Width - Side to Side: 52''</li><li>Overall Depth - Front to Back: 6.75''</li><li>Overall Product Weight: 60 lbs</li>	Wood Shed 400 Series 472 CD Wall Mounted Multimedia Storage Rack	Features:  -Holds 472 CD's.  Product Type: -Storage rack.  Material: -Wood.  Media Storage Type: -CD storage.  CD Capacity: -472.  Wall Mountable: -Yes.  Country of Manufacture: -United States. Dimensions:  Overall Height - Top to Bottom: -24.75''.  Overall Width - Side to Side: -52''.  Overall Depth - Front to Back: -6.75''.  Overall Product Weight: -60 lbs.  Cabinets DVD Shelves Tower Wildon Shelving Solutions Systems Table Tabletop Furniture Hokku Home Media Racks Shelf dCOR design Designs Drawers Entertainment Clear Dark Natural holidays, christmas gift gifts for girls boys		Indoor						[106546]
2684			Multicolor						1			4 channel video inputs and 1 channel audio input- H-264 hardware-based codec for superior video compression- Pentaplex function - live recording playback backup and remote access- Real-time Full D1 display at 120 IPS total - 30 IPS per video channel- channel rotation- Delay picture-in-picture monitoring- Support hi-resolution external VGA and spot monitor- Intelligent Video Motion Detection and Privacy Recording- Local backup via USB-based storage medium- SATA interface for high-speed reliable recording on HDD- Wide system integration capabilities- User-friendly OSD operation with 15 languages support- Web-based H-264 surveillance client software or web services- Feature-rich remote management and surveillance software SKU: NUMD011	NuMedia A-BR2M4-A 4-Channel Surveillance DVR Combo Kit						4 channel video inputs and 1 channel audio input.			[1225174]
2685									19			- ICC RJ-45 booted CAT 6 patch cordbr /- 14 Feet in lengthbr /- Constructed with 4 pair stranded UTP cablebr /- Assures minimal cross talk and return loss high signal quality and minimal noise and unwanted emissionsbr /- Designed to mate with ICCs jacks a	ICC PatchCord 14' Cat6 Black						- ICC RJ-45 booted CAT 6 patch cordbr /- 14 Feet in lengthbr /- Constructed with 4 pair stranded UTP cablebr /- Assures minimal cross talk and return loss high signal quality and minimal noise...			[4537]
2686			Black						19			PE1277<br /><strong>Features</strong><br /><li>Easily mounts to wall or ceiling (includes extensions for ceiling mounting)</li><li>Universal design fits most satellite speakers</li><li>Pivot and swivel capabilities make it easy to position speaker for optimal sound quality</li><li>Product Type: Ceiling speaker mount/Wall speaker mount</li><li>Weight Capacity: 8 Pounds</li><li>Mounts With: Bolts</li> <br /><strong>Dimensions</strong><br /><li>Overall Height - Top to Bottom: 3.25''</li><li>Overall Width - Side to Side: 3.365''</li><li>Overall Depth - Front to Back: 1.75''</li><li>Overall Product Weight: 0.875 lbs</li>	Peerless Paramount Wall/Ceiling Speaker Mounts					Speaker	The Peerless Pro PSP2 Pro Series Universal Wall and Ceiling Satellite Speaker Mounts are for most speaker brands weighing up to 8 lbs. Your speakers can be mounted to the wall or ceiling.			[581514]
2687	TigerDirect		Multicolor						1			Mini Display Port 1-2 to HDMIDVIVGA Conversion Adapter converts your Mini Display Port source signal to HDMI, DVI, or VGA output- It allows you to connect your mini Display Port-equipped tablet or laptop computer to an HDMI, DVI or VGA equipped display unit- This 3-in-1 converter is compact and lightweight and very easy to use, no additional adapter and driver installation required- It instantly expands the compatibility between your Mini Display Port computer and most mainstream displays, an indispensable converter solution for use at home, in the office, or on the road-Features- Simply connects the Mini Display Port output of tablet or laptop computer to either a HDMI, DVI or VGA equipped display device- Works with one connected output at a time- 3-in-1 converter solution expands the compatibility between Mini Display Port and most mainstream displays without requiring an additional adapter- Supports Display Port 1-2 protocols includes 48-bit color depth, high bite rate up to 21-6 Gbps and maximum video resolution up to 4Kx2K 30Hz on HDMI output- Compact and lightweight design makes it a perfect solution to use at home, in the office, or on the road- No driver installation required- Supports audio out through HDMI connection only- Bus-powered, no external power source required- Supports Mini Display Port v1-2 Dual-mode input- Supports Display Port v1-2, for 1-62 Gbps, 2-7 Gbps, 5-4 Gbps link rates- Dimension - 3-35 W x 0-47 H x 2-36 D in-- Weight - 0-27 lbs- Color - White- Material - Plastic- Connectors - 1, 20-pin, Mini Display Port, Male, Input, 1, 19-pin, HDMI, Female, Output, 1, 25-pin, DVI-D, Female, Output 1, 15-pin, D-sub VGA, Female, Output SKU: DAHD9105	Siig CB-DP1H11-S1 Mini Displayport 1. 2 To Hdmi						SIIG INC                            MINI DISPLAYPORT 1.2 TO HDMI/			[1070524]
